"datetime","hour","Q_m3.s","No3_mg.l","T2M","TP","CP","LSP","RO","ROS","ROSS","VSWL1","VSWL2","VSWL3","VSWL4","SNSR"
2016-10-06 17:00:00,17,1.6828875,1.2343242,22.3390868185044,0,0,0,0,0,0,0.28696309,0.29061158,0.28537647,0.21261985,864045.86718142
2016-10-06 18:00:00,18,1.6760898,1.2402913,24.3540438815624,0.02238,0.02054,0.00202,0,0,0,0.28587766,0.29038762,0.28533994,0.21261985,1113982.58086765
2016-10-06 19:00:00,19,1.6719773,1.2361656,25.9804961514164,0.0397,0.03984,0,0.00035,0.00035,0,0.28506607,0.29008902,0.28528375,0.21261985,1488012.45833397
2016-10-06 20:00:00,20,1.6784933,1.2379394,26.8797953821743,0.16433,0.16417,0.00022,0.00125,0.00125,0,0.28424453,0.28973443,0.28520226,0.21262546,1858126.99841301
2016-10-06 21:00:00,21,1.6793769,1.2380955,27.6812628974523,0.42056,0.42071,0,0.00368,0.00368,0,0.28359227,0.28932852,0.28512639,0.21262546,1512195.42454946
2016-10-06 22:00:00,22,1.6831252,1.2340115,25.0586203709324,0.00313,0,0.00314,0,0,0,0.2861515,0.28933785,0.2853287,0.21261985,1143739.14501091
2016-10-06 23:00:00,23,1.6831654,1.2303767,22.7181847159892,0.03416,0.02251,0.01144,0.00014,0.00014,0,0.28624113,0.28924453,0.28529499,0.21261985,631981.51709826
2016-10-07 00:00:00,0,1.6912237,1.23,19.3740332878047,1.55544,1.44863,0.10658,0.01432,0.01432,0,0.31565235,0.28934251,0.28528656,0.21262546,188028.32017457
2016-10-07 01:00:00,1,1.6912237,1.23,13.1137441866605,0.75691,0.56916,0.18781,0.10969,0.10969,0,0.31511461,0.29118079,0.28527532,0.21262546,138.18837837
2016-10-07 02:00:00,2,1.6919316,1.23,11.7497443073729,0.00192,0,0.00202,0,0,0,0.31332216,0.29165202,0.28527251,0.21263463,0
2016-10-07 03:00:00,3,1.7110455,1.21,10.2803871960299,0,0,0,0,0,0,0.31205748,0.29193663,0.28527532,0.21263995,0
2016-10-07 04:00:00,4,1.6919316,1.22,9.67176104299614,0,0,0,0,0,0,0.31103677,0.29216058,0.28526127,0.21264054,0
2016-10-07 05:00:00,5,1.6721098,1.23,7.71230466468154,0,0,0,0,0,0,0.31014055,0.29233321,0.28525846,0.21264054,0
2016-10-07 06:00:00,6,1.6721098,1.22,7.64457501550311,0,0,0,0,0,0,0.30936381,0.29248251,0.28525284,0.21264616,0
2016-10-07 07:00:00,7,1.6721098,1.23,7.46019985940632,0.0065,0.00643,0,0,0,0,0.30867671,0.29259916,0.28525284,0.21264616,0
2016-10-07 08:00:00,8,1.633882,1.2,6.74715716388909,0,0,0,0,0,0,0.30806428,0.29270647,0.28524722,0.21264616,0
2016-10-07 09:00:00,9,1.6629068,1.22,6.24388824291054,0,0,0,0,0,0,0.30749667,0.29279978,0.28523879,0.21264616,0
2016-10-07 10:00:00,10,1.633882,1.23,5.64655036473977,0,0,0,0,0,0,0.30774065,0.29353696,0.28561531,0.21265148,0
