"datetime","Q_cfs","No3_mg.l","hour","TP","T2M","RO","ROSS","ROS","VSWL1","VSWL2","VSWL3","VSWL4","SNSR","CP","LSP"
2015-10-01 00:00:00,2.08,1.67,0,0.021,17.99,0.003,0.002,0,0.405,0.403,0.252,0.308,0,0.001,0.021
2015-10-01 01:00:00,2.04,1.75,1,0.007,17.71,0.003,0.002,0,0.404,0.402,0.253,0.308,0,0,0.007
2015-10-01 02:00:00,2,1.8,2,0,17.21,0.003,0.002,0,0.402,0.401,0.253,0.308,0,0,0
2015-10-01 03:00:00,1.98,1.85,3,0,16.01,0.003,0.002,0,0.401,0.4,0.253,0.308,0,0,0
2015-10-01 04:00:00,1.92,1.87,4,0,15.51,0.003,0.002,0,0.4,0.399,0.254,0.308,0,0,0
2015-10-01 05:00:00,1.89,1.89,5,0,14.66,0.003,0.002,0,0.399,0.399,0.254,0.308,0,0,0
2015-10-01 06:00:00,1.87,1.92,6,0,14.14,0.003,0.002,0,0.398,0.398,0.254,0.308,0,0,0
2015-10-01 07:00:00,1.84,1.96,7,0.007,14.11,0.003,0.002,0,0.397,0.397,0.255,0.308,0,0,0.008
2015-10-01 08:00:00,1.82,1.96,8,0,13.83,0.003,0.002,0,0.396,0.396,0.255,0.308,0,0,0
2015-10-01 09:00:00,1.8,1.98,9,0,13.23,0.003,0.002,0,0.395,0.396,0.255,0.308,0,0,0
2015-10-01 10:00:00,1.78,2,10,0,12.95,0.003,0.002,0,0.395,0.395,0.256,0.308,0,0,0
2015-10-01 11:00:00,1.76,2,11,0,12.9,0.003,0.002,0,0.394,0.394,0.257,0.308,0,0,0
2015-10-01 12:00:00,1.74,2.03,12,0,12.47,0.003,0.002,0,0.393,0.394,0.257,0.308,11318.198,0,0
2015-10-01 13:00:00,1.72,2.03,13,0,12.09,0.003,0.002,0,0.392,0.393,0.257,0.308,85833.516,0,0
2015-10-01 14:00:00,1.71,2.06,14,0,11.97,0.003,0.002,0,0.392,0.392,0.257,0.308,214999.56,0,0
2015-10-01 15:00:00,1.7,2.07,15,0,12.09,0.003,0.002,0,0.391,0.392,0.258,0.308,262027.826,0,0
2015-10-01 16:00:00,1.69,2.08,16,0.001,12.08,0.003,0.002,0,0.39,0.391,0.258,0.308,301987.993,0,0.001
2015-10-01 17:00:00,1.67,2.09,17,0.002,12.11,0.003,0.002,0,0.389,0.39,0.258,0.308,343749.833,0,0.003
2015-10-01 18:00:00,1.66,2.12,18,0,11.95,0.003,0.002,0,0.388,0.39,0.258,0.308,255606.481,0,0
2015-10-01 19:00:00,1.65,2.12,19,0.075,12.21,0.003,0.002,0.001,0.387,0.389,0.258,0.308,294873.698,0,0.076
2015-10-01 20:00:00,1.64,2.14,20,0.064,11.92,0.003,0.002,0,0.387,0.388,0.259,0.308,143394.635,0,0.063
2015-10-01 21:00:00,1.63,2.15,21,0.067,11.36,0.003,0.002,0,0.391,0.388,0.259,0.308,148568.669,0,0.067
2015-10-01 22:00:00,1.62,2.18,22,0.074,11.16,0.004,0.002,0.001,0.387,0.387,0.259,0.308,55297.48,0,0.074
2015-10-01 23:00:00,1.61,2.2,23,0.014,11.17,0.003,0.002,0,0.387,0.387,0.259,0.308,16815.608,0,0.013
2015-10-02 00:00:00,1.6,2.22,0,0.008,11.13,0.003,0.002,0,0.386,0.386,0.26,0.308,0,0,0.008
2015-10-02 01:00:00,1.6,2.23,1,0.022,11.15,0.003,0.002,0,0.385,0.386,0.26,0.308,0,0,0.022
2015-10-02 02:00:00,1.59,2.25,2,0.019,11.37,0.003,0.002,0,0.385,0.385,0.26,0.308,0,0,0.02
2015-10-02 03:00:00,1.58,2.26,3,0.025,11.28,0.003,0.002,0,0.385,0.385,0.26,0.308,0,0,0.024
2015-10-02 04:00:00,1.58,2.28,4,0.024,11.55,0.003,0.002,0,0.384,0.384,0.26,0.308,0,0,0.024
2015-10-02 05:00:00,1.57,2.3,5,0.022,11.42,0.003,0.002,0,0.384,0.384,0.26,0.308,0,0,0.022
2015-10-02 06:00:00,1.57,2.32,6,0.021,11.51,0.003,0.002,0,0.383,0.383,0.261,0.308,0,0,0.021
2015-10-02 07:00:00,1.57,2.33,7,0.137,11.57,0.004,0.002,0.001,0.383,0.383,0.261,0.308,0,0,0.137
2015-10-02 08:00:00,1.57,2.35,8,0.197,11.28,0.004,0.002,0.002,0.382,0.382,0.261,0.308,0,0,0.197
2015-10-02 09:00:00,1.56,2.36,9,0.273,10.89,0.006,0.002,0.003,0.382,0.382,0.261,0.308,0,0.001,0.272
2015-10-02 10:00:00,1.58,2.37,10,0.329,10.74,0.006,0.002,0.004,0.388,0.382,0.261,0.308,0,0.002,0.328
2015-10-02 11:00:00,1.56,2.38,11,0.428,10.57,0.007,0.002,0.005,0.39,0.381,0.262,0.308,0,0.003,0.425
2015-10-02 12:00:00,1.57,2.4,12,0.704,10.17,0.013,0.002,0.01,0.396,0.381,0.262,0.308,7299.083,0.002,0.702
2015-10-02 13:00:00,1.58,2.42,13,0.907,9.88,0.019,0.002,0.017,0.405,0.381,0.262,0.308,34046.987,0.001,0.907
2015-10-02 14:00:00,1.58,2.44,14,0.993,9.46,0.021,0.002,0.019,0.413,0.382,0.262,0.308,54419.742,0,0.993
2015-10-02 15:00:00,1.59,2.47,15,1.013,9.12,0.021,0.002,0.019,0.419,0.383,0.262,0.308,71558.728,0,1.013
2015-10-02 16:00:00,1.6,2.49,16,0.903,9.02,0.018,0.002,0.016,0.423,0.385,0.262,0.308,150924.702,0,0.903
2015-10-02 17:00:00,1.6,2.52,17,0.904,8.97,0.018,0.002,0.016,0.425,0.387,0.263,0.308,176101.917,0,0.904
2015-10-02 18:00:00,1.6,2.55,18,0.891,8.78,0.018,0.002,0.016,0.425,0.389,0.263,0.308,190469.098,0,0.891
2015-10-02 19:00:00,1.65,2.57,19,1.151,8.85,0.024,0.002,0.022,0.429,0.392,0.263,0.308,101263.222,0,1.151
2015-10-02 20:00:00,1.68,2.6,20,0.969,8.93,0.022,0.002,0.02,0.432,0.396,0.263,0.308,87311.811,0,0.969
2015-10-02 21:00:00,1.72,2.64,21,1.223,8.31,0.029,0.002,0.026,0.434,0.401,0.264,0.308,58808.431,0.001,1.222
2015-10-02 22:00:00,1.76,2.69,22,1.294,8.53,0.03,0.002,0.027,0.433,0.402,0.264,0.308,21389.084,0.003,1.29
2015-10-02 23:00:00,1.84,2.73,23,0.815,8.46,0.019,0.002,0.017,0.43,0.405,0.264,0.308,4896.853,0.004,0.811
2015-10-03 00:00:00,1.9,2.8,0,0.643,8.22,0.016,0.002,0.013,0.43,0.406,0.265,0.308,0,0.003,0.64
2015-10-03 01:00:00,2,2.8,1,1.367,7.97,0.035,0.002,0.032,0.434,0.409,0.265,0.308,0,0.242,1.125
2015-10-03 02:00:00,2.1,2.78,2,2.155,7.79,0.152,0.002,0.149,0.436,0.417,0.266,0.308,0,0.616,1.539
2015-10-03 03:00:00,2.23,2.74,3,2.85,7.16,0.231,0.002,0.229,0.436,0.426,0.267,0.308,0,0.697,2.153
2015-10-03 04:00:00,2.51,2.7,4,2.214,7.04,0.104,0.002,0.102,0.435,0.43,0.268,0.308,0,0.3,1.914
2015-10-03 05:00:00,2.91,2.96,5,1.319,6.29,0.032,0.002,0.03,0.437,0.43,0.27,0.308,0,0.02,1.299
2015-10-03 06:00:00,3.23,3,6,1.091,6.02,0.028,0.002,0.025,0.434,0.43,0.271,0.308,0,0.004,1.086
2015-10-03 07:00:00,3.67,2.75,7,2.208,6.05,0.675,0.002,0.673,0.436,0.428,0.273,0.308,0,1.126,1.082
2015-10-03 08:00:00,4.15,2.44,8,2.569,6.03,0.179,0.002,0.176,0.435,0.429,0.274,0.308,0,0.796,1.774
2015-10-03 09:00:00,4.68,2.42,9,3.603,5.93,0.873,0.002,0.87,0.433,0.428,0.275,0.308,0,1.021,2.581
2015-10-03 10:00:00,4.94,2.12,10,3.228,6.9,0.694,0.002,0.692,0.436,0.437,0.281,0.308,0,0.127,3.1
2015-10-03 11:00:00,4.92,2.21,11,1.777,6.83,0.093,0.002,0.091,0.438,0.434,0.285,0.308,0,0,1.777
2015-10-03 12:00:00,4.91,2.42,12,1.261,6.85,0.063,0.002,0.061,0.436,0.434,0.287,0.308,3510.951,0,1.261
2015-10-03 13:00:00,5.03,2.28,13,1.305,6.83,0.037,0.002,0.035,0.438,0.433,0.289,0.308,18571.084,0,1.305
2015-10-03 14:00:00,5.27,2.35,14,0.768,7,0.025,0.002,0.023,0.435,0.431,0.29,0.308,48968.529,0,0.768
2015-10-03 15:00:00,5.7,2.42,15,0.143,7.95,0.005,0.002,0.003,0.431,0.429,0.292,0.308,112119.452,0,0.142
2015-10-03 16:00:00,6.04,2.32,16,0.129,8.46,0.004,0.002,0.002,0.427,0.427,0.293,0.308,175270.376,0,0.129
2015-10-03 17:00:00,6.09,1.94,17,0.166,9.34,0.005,0.002,0.003,0.425,0.425,0.294,0.308,342317.735,0,0.167
2015-10-03 18:00:00,5.98,1.89,18,0.182,9.54,0.005,0.002,0.003,0.423,0.423,0.294,0.308,299539.567,0,0.182
2015-10-03 19:00:00,5.76,1.92,19,0.022,9.8,0.003,0.002,0,0.42,0.421,0.295,0.308,305960.912,0,0.022
2015-10-03 20:00:00,5.53,1.74,20,0.017,9.61,0.003,0.002,0,0.418,0.42,0.296,0.308,215692.51,0,0.017
2015-10-03 21:00:00,5.33,1.59,21,0.036,9.66,0.003,0.002,0,0.417,0.418,0.296,0.308,116877.715,0,0.036
2015-10-03 22:00:00,5.15,1.55,22,0.039,9.62,0.003,0.002,0,0.415,0.417,0.297,0.308,72251.678,0,0.039
2015-10-03 23:00:00,5,1.6,23,0.072,9.69,0.004,0.002,0.001,0.414,0.416,0.297,0.308,13859.018,0,0.072
2015-10-04 00:00:00,4.87,1.69,0,0.051,9.56,0.003,0.002,0.001,0.413,0.415,0.298,0.308,0,0,0.051
2015-10-04 01:00:00,4.76,1.78,1,0.058,9.73,0.003,0.002,0.001,0.411,0.414,0.298,0.308,0,0,0.057
2015-10-04 02:00:00,4.68,1.89,2,0.047,9.75,0.003,0.002,0.001,0.41,0.413,0.299,0.308,0,0,0.048
2015-10-04 03:00:00,4.6,1.97,3,0.037,9.59,0.003,0.002,0,0.409,0.412,0.299,0.308,0,0,0.037
2015-10-04 04:00:00,4.57,1.99,4,0.024,9.61,0.003,0.002,0,0.408,0.411,0.3,0.308,0,0,0.024
2015-10-04 05:00:00,4.59,1.98,5,0.028,9.29,0.003,0.002,0,0.407,0.41,0.3,0.308,0,0,0.029
2015-10-04 06:00:00,4.62,2,6,0.039,8.75,0.003,0.002,0,0.406,0.409,0.3,0.308,0,0,0.039
2015-10-04 07:00:00,4.68,2.04,7,0.07,8.5,0.003,0.002,0.001,0.406,0.408,0.301,0.308,0,0,0.07
2015-10-04 08:00:00,4.71,2.06,8,0.057,8.24,0.003,0.002,0.001,0.406,0.407,0.301,0.308,0,0,0.056
2015-10-04 09:00:00,4.69,2.08,9,0.065,7.75,0.003,0.002,0.001,0.405,0.406,0.301,0.308,0,0,0.065
2015-10-04 10:00:00,4.63,2.11,10,0.028,8.15,0.003,0.002,0,0.404,0.406,0.302,0.308,0,0,0.027
2015-10-04 11:00:00,4.56,2.12,11,0.007,8.19,0.003,0.002,0,0.403,0.405,0.302,0.308,0,0,0.007
2015-10-04 12:00:00,4.5,2.14,12,0.003,8.38,0.003,0.002,0,0.402,0.404,0.302,0.308,6606.132,0,0.003
2015-10-04 13:00:00,4.44,2.13,13,0.002,8.39,0.003,0.002,0,0.401,0.404,0.303,0.308,48598.955,0,0.002
2015-10-04 14:00:00,4.38,2.13,14,0.004,8.56,0.003,0.002,0,0.4,0.403,0.303,0.308,88097.155,0,0.004
2015-10-04 15:00:00,4.32,2.14,15,0.007,9.27,0.003,0.002,0,0.4,0.402,0.303,0.308,164691.326,0,0.007
2015-10-04 16:00:00,4.26,2.17,16,0.005,9.19,0.003,0.002,0,0.399,0.402,0.304,0.308,180721.589,0,0.005
2015-10-04 17:00:00,4.2,2.2,17,0.006,9.93,0.003,0.002,0,0.398,0.401,0.304,0.308,283416.91,0,0.006
2015-10-04 18:00:00,4.15,2.24,18,0.025,10.1,0.003,0.002,0,0.397,0.4,0.304,0.308,228396.61,0,0.024
2015-10-04 19:00:00,4.09,2.27,19,0.012,10.7,0.003,0.002,0,0.397,0.4,0.304,0.308,116600.535,0,0.012
2015-10-04 20:00:00,4.04,2.28,20,0.027,11.04,0.003,0.002,0,0.396,0.399,0.304,0.308,162381.489,0,0.027
2015-10-04 21:00:00,3.99,2.29,21,0.005,11.24,0.003,0.002,0,0.396,0.399,0.305,0.308,88004.762,0,0.005
2015-10-04 22:00:00,3.93,2.29,22,0.001,10.5,0.003,0.002,0,0.395,0.398,0.305,0.308,62226.989,0,0.001
2015-10-04 23:00:00,3.88,2.32,23,0.001,10.32,0.003,0.002,0,0.394,0.398,0.305,0.308,10070.886,0,0.001
2015-10-05 00:00:00,3.83,2.34,0,0.001,10.44,0.003,0.002,0,0.394,0.397,0.305,0.308,0,0,0.001
2015-10-05 01:00:00,3.77,2.35,1,0.001,10.48,0.003,0.002,0,0.393,0.397,0.306,0.308,0,0,0.001
2015-10-05 02:00:00,3.72,2.38,2,0.003,10.29,0.003,0.002,0,0.393,0.396,0.306,0.308,0,0,0.003
2015-10-05 03:00:00,3.67,2.4,3,0.008,9.84,0.003,0.002,0,0.392,0.395,0.306,0.308,0,0,0.008
2015-10-05 04:00:00,3.63,2.42,4,0.002,9.82,0.003,0.002,0,0.391,0.395,0.306,0.308,0,0,0.002
2015-10-05 05:00:00,3.56,2.46,5,0,9.59,0.003,0.002,0,0.391,0.394,0.306,0.308,0,0,0
2015-10-05 06:00:00,3.51,2.47,6,0,9.11,0.003,0.002,0,0.39,0.394,0.307,0.308,0,0,0
2015-10-05 07:00:00,3.47,2.49,7,0.001,9.18,0.003,0.002,0,0.39,0.394,0.307,0.308,0,0,0.001
2015-10-05 08:00:00,3.42,2.51,8,0.008,9.13,0.003,0.002,0,0.389,0.393,0.307,0.308,0,0,0.007
2015-10-05 09:00:00,3.38,2.52,9,0.007,8.95,0.003,0.002,0,0.389,0.393,0.307,0.308,0,0,0.007
2015-10-05 10:00:00,3.34,2.53,10,0.007,7.87,0.003,0.002,0,0.388,0.392,0.307,0.308,0,0,0.007
2015-10-05 11:00:00,3.3,2.54,11,0.002,7.82,0.003,0.002,0,0.388,0.392,0.307,0.308,0,0,0.002
2015-10-05 12:00:00,3.26,2.54,12,0.001,8.26,0.003,0.002,0,0.387,0.391,0.307,0.308,63474.301,0,0.001
2015-10-05 13:00:00,3.22,2.55,13,0.002,9.45,0.003,0.002,0,0.386,0.391,0.307,0.308,465478.204,0,0.002
2015-10-05 14:00:00,3.18,2.55,14,0,10.86,0.003,0.002,0,0.386,0.39,0.307,0.308,1003485.267,0,0
2015-10-05 15:00:00,3.13,2.56,15,0,13.84,0.003,0.002,0,0.384,0.39,0.307,0.308,1612542.894,0,0
2015-10-05 16:00:00,3.1,2.57,16,0,15.16,0.003,0.002,0,0.383,0.389,0.308,0.308,1914115.117,0,0
2015-10-05 17:00:00,3.06,2.58,17,0,16.6,0.003,0.002,0,0.382,0.388,0.308,0.308,2193974.879,0,0
2015-10-05 18:00:00,3.02,2.61,18,0,17.48,0.003,0.002,0,0.38,0.387,0.308,0.308,2198409.764,0,0
2015-10-05 19:00:00,2.98,2.61,19,0,18.15,0.003,0.002,0,0.379,0.386,0.308,0.308,2074879.721,0,0
2015-10-05 20:00:00,2.95,2.63,20,0,18.45,0.003,0.002,0,0.377,0.386,0.308,0.308,1614344.566,0,0
2015-10-05 21:00:00,2.91,2.64,21,0,18.27,0.003,0.002,0,0.376,0.385,0.308,0.308,1122441.835,0,0
2015-10-05 22:00:00,2.87,2.66,22,0,16.17,0.003,0.002,0,0.376,0.384,0.308,0.308,604068.38,0,0
2015-10-05 23:00:00,2.84,2.68,23,0,14.79,0.003,0.002,0,0.375,0.384,0.308,0.308,113181.977,0,0
2015-10-06 00:00:00,2.81,2.7,0,0,13.66,0.003,0.002,0,0.375,0.384,0.308,0.308,0,0,0
2015-10-06 01:00:00,2.79,2.71,1,0,12.8,0.003,0.002,0,0.375,0.383,0.308,0.308,0,0,0
2015-10-06 02:00:00,2.77,2.73,2,0,11.77,0.003,0.002,0,0.375,0.383,0.308,0.308,0,0,0
2015-10-06 03:00:00,2.73,2.75,3,0,9.91,0.003,0.002,0,0.374,0.382,0.308,0.308,0,0,0
2015-10-06 04:00:00,2.7,2.76,4,0,9.41,0.003,0.002,0,0.374,0.382,0.309,0.308,0,0,0
2015-10-06 05:00:00,2.7,2.76,5,0,8.65,0.003,0.002,0,0.374,0.382,0.309,0.308,0,0,0
2015-10-06 06:00:00,2.66,2.79,6,0,7.61,0.003,0.002,0,0.374,0.381,0.309,0.308,0,0,0
2015-10-06 07:00:00,2.63,2.8,7,0,7.28,0.003,0.002,0,0.374,0.381,0.309,0.308,0,0,0
2015-10-06 08:00:00,2.61,2.8,8,0,7.04,0.003,0.002,0,0.374,0.381,0.309,0.308,0,0,0
2015-10-06 09:00:00,2.6,2.82,9,0,6.34,0.003,0.002,0,0.373,0.38,0.309,0.308,0,0,0
2015-10-06 10:00:00,2.58,2.84,10,0,5.82,0.003,0.002,0,0.373,0.38,0.308,0.308,0,0,0
2015-10-06 11:00:00,2.56,2.85,11,0,5.47,0.003,0.002,0,0.373,0.38,0.309,0.308,0,0,0
2015-10-06 12:00:00,2.54,2.84,12,0,5.88,0.003,0.002,0,0.373,0.379,0.309,0.308,79550.761,0,0
2015-10-06 13:00:00,2.52,2.86,13,0,9.51,0.002,0.002,0,0.373,0.379,0.309,0.308,545490.933,0,0
2015-10-06 14:00:00,2.51,2.86,14,0,12.78,0.002,0.002,0,0.372,0.378,0.309,0.308,1126645.737,0,0
2015-10-06 15:00:00,2.5,2.87,15,0,17.52,0.003,0.002,0,0.371,0.378,0.309,0.308,1636565.191,0,0
2015-10-06 16:00:00,2.5,2.87,16,0,18.81,0.003,0.002,0,0.369,0.377,0.309,0.308,1976804.073,0,0
2015-10-06 17:00:00,2.46,2.88,17,0,20.35,0.003,0.002,0,0.368,0.376,0.309,0.308,2090679.001,0,0
2015-10-06 18:00:00,2.44,2.89,18,0,21.35,0.003,0.002,0,0.367,0.376,0.309,0.308,2019212.667,0,0
2015-10-06 19:00:00,2.42,2.91,19,0,21.97,0.003,0.002,0,0.365,0.375,0.309,0.308,1810819.239,0,0
2015-10-06 20:00:00,2.41,2.93,20,0,22.14,0.003,0.002,0,0.364,0.374,0.309,0.308,1318362.147,0,0
2015-10-06 21:00:00,2.4,2.94,21,0,22.08,0.003,0.002,0,0.363,0.374,0.309,0.308,880509.584,0,0
2015-10-06 22:00:00,2.38,2.95,22,0,19.18,0.003,0.002,0,0.363,0.374,0.309,0.308,427920.267,0,0
2015-10-06 23:00:00,2.37,2.95,23,0,16.87,0.003,0.002,0,0.363,0.373,0.309,0.308,90129.811,0,0
2015-10-07 00:00:00,2.36,2.97,0,0,15.99,0.003,0.002,0,0.363,0.373,0.309,0.308,0,0,0
2015-10-07 01:00:00,2.35,2.99,1,0,13.95,0.003,0.002,0,0.363,0.373,0.309,0.308,0,0,0
2015-10-07 02:00:00,2.33,2.99,2,0,12.61,0.003,0.002,0,0.363,0.373,0.309,0.308,0,0,0
2015-10-07 03:00:00,2.32,3,3,0,11.77,0.003,0.002,0,0.363,0.372,0.309,0.308,0,0,0
2015-10-07 04:00:00,2.3,3.01,4,0,12.06,0.003,0.002,0,0.363,0.372,0.31,0.308,0,0,0
2015-10-07 05:00:00,2.28,3.01,5,0,11.6,0.003,0.002,0,0.363,0.372,0.31,0.308,0,0,0
2015-10-07 06:00:00,2.27,3.03,6,0,11.02,0.003,0.002,0,0.363,0.372,0.31,0.308,0,0,0
2015-10-07 07:00:00,2.25,3.04,7,0,10.55,0.003,0.002,0,0.363,0.371,0.31,0.308,0,0,0
2015-10-07 08:00:00,2.24,3.05,8,0,10.14,0.003,0.002,0,0.363,0.371,0.31,0.308,0,0,0
2015-10-07 09:00:00,2.24,3.06,9,0,9.89,0.003,0.002,0,0.363,0.371,0.31,0.308,0,0,0
2015-10-07 10:00:00,2.23,3.06,10,0,9.51,0.003,0.002,0,0.363,0.37,0.31,0.308,0,0,0
2015-10-07 11:00:00,2.22,3.08,11,0,9.47,0.003,0.002,0,0.363,0.37,0.31,0.308,0,0,0
2015-10-07 12:00:00,2.21,3.08,12,0,9.82,0.003,0.002,0,0.363,0.37,0.31,0.308,65460.76,0,0
2015-10-07 13:00:00,2.21,3.09,13,0,13.14,0.002,0.002,0,0.362,0.37,0.31,0.308,489685.288,0,0
2015-10-07 14:00:00,2.2,3.1,14,0,15.87,0.002,0.002,0,0.362,0.369,0.31,0.308,824981.121,0,0
2015-10-07 15:00:00,2.19,3.11,15,0,19.74,0.003,0.002,0,0.361,0.369,0.31,0.308,1219501.155,0,0
2015-10-07 16:00:00,2.18,3.11,16,0.035,20.91,0.003,0.002,0,0.36,0.368,0.31,0.308,1625893.747,0.035,0
2015-10-07 17:00:00,2.17,3.12,17,0.001,21.33,0.003,0.002,0,0.36,0.368,0.31,0.308,1053331.534,0.001,0
2015-10-07 18:00:00,2.16,3.12,18,0.004,22.27,0.003,0.002,0,0.359,0.367,0.31,0.308,1129694.721,0.004,0
2015-10-07 19:00:00,2.16,3.13,19,0.002,23.41,0.003,0.002,0,0.357,0.367,0.31,0.308,1040997.008,0.001,0
2015-10-07 20:00:00,2.15,3.13,20,0,23.93,0.003,0.002,0,0.356,0.366,0.31,0.308,1000898.251,0,0
2015-10-07 21:00:00,2.13,3.14,21,0,24.03,0.003,0.002,0,0.356,0.365,0.31,0.308,737392.129,0,0
2015-10-07 22:00:00,2.13,3.15,22,0,21.01,0.003,0.002,0,0.355,0.365,0.309,0.308,484326.468,0,0
2015-10-07 23:00:00,2.12,3.15,23,0,18.51,0.002,0.002,0,0.355,0.365,0.309,0.308,78442.04,0,0
2015-10-08 00:00:00,2.1,3.16,0,0,17.39,0.003,0.002,0,0.355,0.365,0.309,0.308,0,0,0
2015-10-08 01:00:00,2.1,3.17,1,0,16.54,0.003,0.002,0,0.355,0.365,0.309,0.308,0,0,0
2015-10-08 02:00:00,2.09,3.17,2,0,15.43,0.003,0.002,0,0.355,0.364,0.309,0.308,0,0,0
2015-10-08 03:00:00,2.09,3.18,3,0,13.61,0.003,0.002,0,0.355,0.364,0.309,0.308,0,0,0
2015-10-08 04:00:00,2.08,3.19,4,0,13.23,0.003,0.002,0,0.355,0.364,0.309,0.308,0,0,0
2015-10-08 05:00:00,2.07,3.21,5,0,12.23,0.003,0.002,0,0.355,0.364,0.309,0.308,0,0,0
2015-10-08 06:00:00,2.06,3.23,6,0,11.25,0.003,0.002,0,0.355,0.363,0.31,0.308,0,0,0
2015-10-08 07:00:00,2.04,3.24,7,0,10.82,0.003,0.002,0,0.355,0.363,0.31,0.308,0,0,0
2015-10-08 08:00:00,2.05,3.25,8,0,10.63,0.003,0.002,0,0.355,0.363,0.31,0.308,0,0,0
2015-10-08 09:00:00,2.05,3.26,9,0,10.12,0.003,0.002,0,0.355,0.363,0.31,0.308,0,0,0
2015-10-08 10:00:00,2.04,3.27,10,0,9.28,0.003,0.002,0,0.355,0.363,0.309,0.308,0,0,0
2015-10-08 11:00:00,2.03,3.28,11,0,9.21,0.003,0.002,0,0.355,0.363,0.309,0.308,0,0,0
2015-10-08 12:00:00,2.03,3.28,12,0,10.65,0.003,0.002,0,0.355,0.362,0.31,0.308,67401.022,0,0
2015-10-08 13:00:00,2.02,3.29,13,0,12.86,0.003,0.002,0,0.355,0.362,0.31,0.308,501003.486,0,0
2015-10-08 14:00:00,2.02,3.29,14,0,15.91,0.003,0.002,0,0.355,0.362,0.31,0.308,1076753.274,0,0
2015-10-08 15:00:00,2.01,3.3,15,0,20.31,0.002,0.002,0,0.354,0.361,0.31,0.308,1567408.693,0,0
2015-10-08 16:00:00,2,3.3,16,0.006,21.35,0.003,0.002,0,0.353,0.361,0.31,0.308,1790816.057,0.006,0
2015-10-08 17:00:00,2,3.29,17,0.024,22.41,0.003,0.002,0,0.352,0.36,0.31,0.308,1751133.07,0.024,0
2015-10-08 18:00:00,1.99,3.3,18,0.021,22.92,0.003,0.002,0,0.351,0.36,0.309,0.308,1376246.644,0.021,0
2015-10-08 19:00:00,1.98,3.31,19,0.007,22.74,0.003,0.002,0,0.35,0.359,0.309,0.308,1236547.746,0.007,0
2015-10-08 20:00:00,1.96,3.3,20,0,23.07,0.003,0.002,0,0.349,0.359,0.309,0.308,1015681.203,0,0
2015-10-08 21:00:00,1.96,3.3,21,0,22.69,0.003,0.002,0,0.349,0.358,0.309,0.308,724503.243,0,0
2015-10-08 22:00:00,1.96,3.3,22,0,20.66,0.003,0.002,0,0.348,0.358,0.309,0.308,469959.287,0,0
2015-10-08 23:00:00,1.95,3.3,23,0,18.93,0.003,0.002,0,0.348,0.358,0.309,0.308,79550.761,0,0
2015-10-09 00:00:00,1.95,3.3,0,0,17.69,0.003,0.002,0,0.348,0.358,0.31,0.308,0,0,0
2015-10-09 01:00:00,1.94,3.32,1,0,17.21,0.003,0.002,0,0.348,0.357,0.31,0.308,0,0,0
2015-10-09 02:00:00,1.94,3.32,2,0,16.56,0.003,0.002,0,0.348,0.357,0.31,0.308,0,0,0
2015-10-09 03:00:00,1.93,3.33,3,0,15.5,0.003,0.002,0,0.348,0.357,0.31,0.308,0,0,0
2015-10-09 04:00:00,1.93,3.34,4,0,15,0.003,0.002,0,0.348,0.357,0.31,0.308,0,0,0
2015-10-09 05:00:00,1.92,3.34,5,0,14.66,0.003,0.002,0,0.348,0.357,0.31,0.308,0,0,0
2015-10-09 06:00:00,1.91,3.35,6,0,14.54,0.003,0.002,0,0.348,0.357,0.31,0.308,0,0,0
2015-10-09 07:00:00,1.91,3.35,7,0,14.5,0.003,0.002,0,0.348,0.356,0.31,0.308,0,0,0
2015-10-09 08:00:00,1.9,3.35,8,0,14.12,0.003,0.002,0,0.348,0.356,0.31,0.308,0,0,0
2015-10-09 09:00:00,1.9,3.36,9,0,13.92,0.003,0.002,0,0.348,0.356,0.31,0.308,0,0,0
2015-10-09 10:00:00,1.9,3.37,10,0,14.16,0.003,0.002,0,0.348,0.356,0.31,0.308,0,0,0
2015-10-09 11:00:00,1.89,3.37,11,0,14.26,0.003,0.002,0,0.348,0.356,0.31,0.308,0,0,0
2015-10-09 12:00:00,1.89,3.38,12,0.8,14.78,0.012,0.002,0.01,0.35,0.356,0.31,0.308,36125.839,0.799,0
2015-10-09 13:00:00,1.88,3.39,13,0.036,15.82,0.003,0.002,0,0.36,0.356,0.31,0.308,232970.086,0.024,0.012
2015-10-09 14:00:00,1.88,3.39,14,0.021,17.72,0.003,0.002,0,0.36,0.355,0.31,0.308,588176.707,0,0.021
2015-10-09 15:00:00,1.88,3.4,15,0.028,21.02,0.003,0.002,0,0.36,0.355,0.31,0.308,901205.717,0,0.028
2015-10-09 16:00:00,1.9,3.4,16,0.01,22.23,0.003,0.002,0,0.359,0.355,0.31,0.308,1342985.002,0,0.01
2015-10-09 17:00:00,1.88,3.42,17,0.018,23.48,0.003,0.002,0,0.358,0.355,0.31,0.308,1647790.995,0.017,0.001
2015-10-09 18:00:00,1.88,3.41,18,0.01,24.63,0.003,0.002,0,0.357,0.354,0.31,0.308,1563943.939,0.01,0
2015-10-09 19:00:00,1.88,3.4,19,0.004,25.54,0.003,0.002,0,0.356,0.354,0.31,0.308,1570272.89,0.004,0
2015-10-09 20:00:00,1.87,3.38,20,0,24.61,0.003,0.002,0,0.356,0.354,0.31,0.308,1175568.069,0,0
